analyze_sec_delta_modified_minus_standard,analyze_sec_speedup_standard_over_modified,case_name,elapsed_sec_delta_modified_minus_standard,elapsed_sec_speedup_standard_over_modified,measurement_mode,modified_analyze_sec_mean,modified_elapsed_sec_mean,modified_final_mismatch_max,modified_iterations_mean,modified_runs_used,modified_solve_sec_mean,modified_success_all,solve_sec_delta_modified_minus_standard,solve_sec_speedup_standard_over_modified,standard_analyze_sec_mean,standard_elapsed_sec_mean,standard_final_mismatch_max,standard_iterations_mean,standard_runs_used,standard_solve_sec_mean,standard_success_all
-0.006576533333333329,1.0331624248829794,Base_Eastern_Interconnect_515GW,-0.01837432222222221,1.0806181621637538,end2end,0.1983128,0.2279179,6.440973270953e-09,7.0,10,0.0296045,True,-0.011797944444444444,1.398518618603403,0.20488933333333334,0.24629222222222222,7.831011755721e-09,6.666666666666667,9,0.04140244444444444,True
-0.009119422222222222,1.368688261691815,Base_Florida_42GW,-0.009766766666666666,1.340289649725913,end2end,0.02473477777777778,0.028701333333333332,1.916265757185e-11,6.0,9,0.003966,True,-0.0006477000000000002,1.1633131618759456,0.0338542,0.0384681,4.163860783946e-10,5.0,10,0.0046137,True
0.0008517555555555556,0.9774718832010392,Base_MIOHIN_76GW,0.0006440444444444429,0.9853414528055676,end2end,0.037808555555555554,0.043936444444444445,2.599794044725e-10,6.0,9,0.006127444444444444,True,-0.0002075555555555563,1.0338731027979764,0.0369568,0.0432924,2.547273250258e-09,5.0,10,0.006335,True
0.0008967888888888886,0.9684960166749287,Base_Texas_66GW,0.0014682111111111104,0.9560575174005433,end2end,0.028465888888888888,0.03341211111111111,1.484767864213e-11,6.0,9,0.0049455555555555555,True,0.0005712555555555552,0.8844911255897552,0.0275691,0.0319439,4.194600222718e-11,5.0,10,0.0043743,True
-4.747500000000515e-05,1.0008199393357153,Base_West_Interconnect_121GW,-0.0016783249999999944,1.0256121870868917,end2end,0.057900625,0.065528375,8.324193778719e-09,5.0,8,0.007627125,True,-0.0016308750000000004,1.2138256551452875,0.0579481,0.0672067,5.217021280637e-09,5.8,10,0.009258,True
-0.000994666666666668,1.0708928924965355,MemphisCase2026_Mar7,-0.0013252222222222224,1.089540025374804,end2end,0.014030555555555555,0.014800333333333334,7.256705336444e-12,3.0,9,0.0007693333333333333,True,-0.0003306666666666667,1.4298093587521665,0.015025222222222223,0.016125555555555556,1.026759231447e-11,3.0,9,0.0011,True
-0.0008241000000000012,1.0322380002347142,Texas7k_20220923,-0.0015937,1.0561399182753275,end2end,0.025563,0.028388,9.473813037828e-09,4.777777777777778,9,0.0028246666666666667,True,-0.0007691333333333331,1.2722917158366769,0.0263871,0.0299817,1.632241824268e-10,4.0,10,0.0035938,True
-8.02444444444432e-05,1.0071690351681775,case_ACTIVSg200,-0.0001918111111111117,1.0164344255662277,end2end,0.0111932,0.011671299999999999,1.52253376573e-09,3.0,10,0.0004775,True,-0.0001116111111111111,1.2337405468295521,0.011273444444444444,0.01186311111111111,6.675526263781e-12,3.0,9,0.0005891111111111111,True
0.00030024999999999843,0.9817928232493974,case_ACTIVSg2000,0.0001881250000000008,0.9898845970305747,end2end,0.01649075,0.018597875,3.970420013764e-11,5.0,8,0.002106875,True,-0.00011200000000000012,1.0531592999110058,0.0161905,0.01840975,6.198976671246e-09,4.0,8,0.002218875,True
-0.002678822222222224,1.0415187527876464,case_ACTIVSg25k,-0.0027348666666666688,1.0363977552514252,end2end,0.06452077777777777,0.07513833333333333,1.115467038074e-09,6.0,9,0.010617,True,-5.60999999999999e-05,1.005283978525007,0.0671996,0.0778732,4.872614038206e-09,5.0,10,0.0106731,True
-0.00022797777777777868,1.0186274616610924,case_ACTIVSg500,-0.00019565555555555586,1.0147077370765438,end2end,0.0122388,0.0133029,1.939206406317e-11,5.0,10,0.0010635,True,3.216666666666667e-05,0.969753957060022,0.012466777777777778,0.013498555555555555,7.610759299567e-11,4.0,9,0.0010313333333333333,True
-0.0073959111111110976,1.043157258110529,case_ACTIVSg70k,-0.003973022222222233,1.018051134549134,end2end,0.1713712,0.2200982,1.026166800524e-10,12.0,10,0.0487264,True,0.003422844444444448,0.9297537999022204,0.1787671111111111,0.22407122222222223,8.214188125112e-09,7.111111111111111,9,0.045303555555555555,True
-0.002515603174603198,1.0130398694194687,Base_Eastern_Interconnect_515GW,-0.018875492063492066,1.0870145959726674,operators,0.1929162857142857,0.2169232857142857,8.430054066793e-09,7.0,7,0.02400642857142857,True,-0.01635979365079365,1.6814755306944897,0.1954318888888889,0.23579877777777777,7.781764684023e-09,6.666666666666667,9,0.04036622222222222,True
0.0020281249999999987,0.9244509012343954,Base_Florida_42GW,0.0026092500000000005,0.917507765509283,operators,0.026845124999999997,0.03163025,1.773342583888e-11,6.0,8,0.004784625,True,0.0005813249999999997,0.8785014499568933,0.024817,0.029020999999999998,3.34922395373e-10,5.0,10,0.0042033,True
0.0007554666666666626,0.9797362421207922,Base_MIOHIN_76GW,0.0005557888888888876,0.9872463731164427,operators,0.037281666666666664,0.04357888888888889,2.635651281265e-10,6.0,9,0.0062966666666666666,True,-0.00019953333333333403,1.0316887241926946,0.0365262,0.0430231,2.45565079382e-09,5.0,10,0.006496200000000001,True
-0.0001368000000000029,1.0047978620053521,Base_Texas_66GW,-0.0003382999999999997,1.0100961265850739,operators,0.0285127,0.0335079,1.406519345437e-11,6.0,10,0.0049946,True,-0.00020129999999999974,1.0403035278100348,0.0286495,0.0338462,3.288302963256e-11,5.0,10,0.0051959,True
0.00012499999999999317,0.9978225158825693,Base_West_Interconnect_121GW,-0.0027874999999999983,1.0435973311395208,operators,0.0574057,0.0639374,7.193141637885e-09,5.4,10,0.0065312,True,-0.0029124,1.445921117099461,0.057280700000000004,0.0667249,5.782269774102e-09,5.8,10,0.0094436,True
4.904444444444461e-05,0.9965467603385958,MemphisCase2026_Mar7,-0.00019612222222222322,1.0129626637682863,operators,0.014202444444444445,0.015129777777777777,7.258969343932e-12,3.0,9,0.0009268888888888889,True,-0.0002449111111111111,1.2642292016303045,0.0141534,0.0153259,6.525871541406e-12,3.0,10,0.0011718,True
-0.00036129999999999843,1.0135645017776893,Texas7k_20220923,-0.0009102999999999993,1.0302394105590453,operators,0.026635700000000002,0.0301031,9.955185168268e-09,4.8,10,0.0034669,True,-0.0005488999999999997,1.1583258819117943,0.026997,0.0310134,1.131396150861e-10,4.0,10,0.0040158,True
0.0005128055555555563,0.9564764322981132,case_ACTIVSg200,0.0003895694444444441,0.9683280093133652,operators,0.011782250000000001,0.012300125,1.522481973826e-09,3.0,8,0.00051725,True,-0.00012374999999999995,1.239246012566457,0.011269444444444445,0.011910555555555556,4.60107906959e-12,3.0,9,0.000641,True
-0.00023207500000000172,1.0142981463084044,case_ACTIVSg2000,-0.00013377499999999917,1.0072628314320033,operators,0.016231125,0.018419125,3.962326337588e-11,5.0,8,0.0021875,True,9.810000000000027e-05,0.9551542857142856,0.0164632,0.0185529,5.35746890556e-09,4.0,10,0.0020894,True
0.0014949861111111101,0.9786938479002932,case_ACTIVSg25k,0.003860444444444444,0.954076224162589,operators,0.070166875,0.084062,8.137578014994e-10,6.0,8,0.013894625,True,0.0023655138888888892,0.8297533118821926,0.0686718888888889,0.08020155555555555,3.752981256347e-09,5.0,9,0.011529111111111112,True
-1.899999999999992e-05,1.0015672558998936,case_ACTIVSg500,-1.9799999999998638e-05,1.0015086289001485,operators,0.0121231,0.0131245,1.936981617326e-11,5.0,10,0.0010009,True,-8.000000000000194e-07,1.0007992806474173,0.0121421,0.0131443,7.459285865313e-11,4.0,10,0.0010017000000000001,True
-0.004762902777777772,1.0286199076896165,case_ACTIVSg70k,0.0065504722222222145,0.9696595839725634,operators,0.16641922222222222,0.21589922222222221,6.979238308725e-11,12.0,9,0.049479555555555554,True,0.011313430555555552,0.7713514111327687,0.171182125,0.20934875,5.207903571746e-09,7.125,8,0.038166125,True
